Library_ID,code,condition,age,mice_id,experiment,Solexa,well,nas_ID,column,row,indexes
CM1537,ID-SNI-634-1-A,2n,3 mo,AN18CUK011304,SNI-634,,1A,AS-399432-LR-46507,1,A,N701-S502
CM1538,ID-SNI-634-1-B,2n,3 mo,AN18CUK011304,SNI-634,,1B,AS-399434-LR-46507,1,B,N702-S502
CM1539,ID-SNI-634-1-C,2n,3 mo,AN18CUK011304,SNI-634,,1C,AS-399436-LR-46507,1,C,N701-S503
CM1540,ID-SNI-634-1-D,2n,3 mo,AN18CUK011304,SNI-634,,1D,AS-399438-LR-46507,1,D,N702-S503
CM1541,ID-SNI-634-1-E,4n,3 mo,AN18CUK011304,SNI-634,,1E,AS-399440-LR-46507,1,E,N701-S505
CM1542,ID-SNI-634-1-F,4n,3 mo,AN18CUK011304,SNI-634,,1F,AS-399442-LR-46507,1,F,N702-S505
CM1543,ID-SNI-634-1-G,4n,3 mo,AN18CUK011304,SNI-634,,1G,AS-399444-LR-46507,1,G,N701-S506
CM1544,ID-SNI-634-1-H,4n,3 mo,AN18CUK011304,SNI-634,,1H,AS-399446-LR-46507,1,H,N702-S506
CM1545,ID-SNI-634-1-I,2n,22.5 mo,AN16CUK001604,SNI-634,,1I,AS-399448-LR-46507,1,I,N701-S507
CM1546,ID-SNI-634-1-J,2n,22.5 mo,AN16CUK001604,SNI-634,,1J,AS-399450-LR-46507,1,J,N702-S507
CM1547,ID-SNI-634-1-K,2n,22.5 mo,AN16CUK001604,SNI-634,,1K,AS-399452-LR-46507,1,K,N701-S508
CM1548,ID-SNI-634-1-L,2n,22.5 mo,AN16CUK001604,SNI-634,,1L,AS-399454-LR-46507,1,L,N702-S508
CM1549,ID-SNI-634-1-M,4n,22.5 mo,AN16CUK001604,SNI-634,,1M,AS-399456-LR-46507,1,M,N701-S510
CM1550,ID-SNI-634-1-N,4n,22.5 mo,AN16CUK001604,SNI-634,,1N,AS-399458-LR-46507,1,N,N702-S510
CM1551,ID-SNI-634-1-O,4n,22.5 mo,AN16CUK001604,SNI-634,,1O,AS-399460-LR-46507,1,O,N701-S511
CM1552,ID-SNI-634-1-P,4n,22.5 mo,AN16CUK001604,SNI-634,,1P,AS-399462-LR-46507,1,P,N702-S511
CM1553,ID-SNI-634-2-A,2n,3 mo,AN18CUK011304,SNI-634,,2A,AS-399464-LR-46507,2,A,N703-S502
CM1554,ID-SNI-634-2-B,2n,3 mo,AN18CUK011304,SNI-634,,2B,AS-399466-LR-46507,2,B,N704-S502
CM1555,ID-SNI-634-2-C,2n,3 mo,AN18CUK011304,SNI-634,,2C,AS-399468-LR-46507,2,C,N703-S503
CM1556,ID-SNI-634-2-D,2n,3 mo,AN18CUK011304,SNI-634,,2D,AS-399470-LR-46507,2,D,N704-S503
CM1557,ID-SNI-634-2-E,4n,3 mo,AN18CUK011304,SNI-634,,2E,AS-399472-LR-46507,2,E,N703-S505
CM1558,ID-SNI-634-2-F,4n,3 mo,AN18CUK011304,SNI-634,,2F,AS-399474-LR-46507,2,F,N704-S505
CM1559,ID-SNI-634-2-G,4n,3 mo,AN18CUK011304,SNI-634,,2G,AS-399476-LR-46507,2,G,N703-S506
CM1560,ID-SNI-634-2-H,4n,3 mo,AN18CUK011304,SNI-634,,2H,AS-399478-LR-46507,2,H,N704-S506
CM1561,ID-SNI-634-2-I,2n,22.5 mo,AN16CUK001604,SNI-634,,2I,AS-399480-LR-46507,2,I,N703-S507
CM1562,ID-SNI-634-2-J,2n,22.5 mo,AN16CUK001604,SNI-634,,2J,AS-399482-LR-46507,2,J,N704-S507
CM1563,ID-SNI-634-2-K,2n,22.5 mo,AN16CUK001604,SNI-634,,2K,AS-399484-LR-46507,2,K,N703-S508
CM1564,ID-SNI-634-2-L,2n,22.5 mo,AN16CUK001604,SNI-634,,2L,AS-399486-LR-46507,2,L,N704-S508
CM1565,ID-SNI-634-2-M,4n,22.5 mo,AN16CUK001604,SNI-634,,2M,AS-399488-LR-46507,2,M,N703-S510
CM1566,ID-SNI-634-2-N,4n,22.5 mo,AN16CUK001604,SNI-634,,2N,AS-399490-LR-46507,2,N,N704-S510
CM1567,ID-SNI-634-2-O,4n,22.5 mo,AN16CUK001604,SNI-634,,2O,AS-399492-LR-46507,2,O,N703-S511
CM1568,ID-SNI-634-2-P,4n,22.5 mo,AN16CUK001604,SNI-634,,2P,AS-399494-LR-46507,2,P,N704-S511
CM1569,ID-SNI-634-3-A,2n,3 mo,AN18CUK011304,SNI-634,,3A,AS-399496-LR-46507,3,A,N705-S502
CM1570,ID-SNI-634-3-B,2n,3 mo,AN18CUK011304,SNI-634,,3B,AS-399498-LR-46507,3,B,N706-S502
CM1571,ID-SNI-634-3-C,2n,3 mo,AN18CUK011304,SNI-634,,3C,AS-399500-LR-46507,3,C,N705-S503
CM1572,ID-SNI-634-3-D,2n,3 mo,AN18CUK011304,SNI-634,,3D,AS-399502-LR-46507,3,D,N706-S503
CM1573,ID-SNI-634-3-E,4n,3 mo,AN18CUK011304,SNI-634,,3E,AS-399504-LR-46507,3,E,N705-S505
CM1574,ID-SNI-634-3-F,4n,3 mo,AN18CUK011304,SNI-634,,3F,AS-399506-LR-46507,3,F,N706-S505
CM1575,ID-SNI-634-3-G,4n,3 mo,AN18CUK011304,SNI-634,,3G,AS-399508-LR-46507,3,G,N705-S506
CM1576,ID-SNI-634-3-H,4n,3 mo,AN18CUK011304,SNI-634,,3H,AS-399510-LR-46507,3,H,N706-S506
CM1577,ID-SNI-634-3-I,2n,22.5 mo,AN16CUK001604,SNI-634,,3I,AS-399512-LR-46507,3,I,N705-S507
CM1578,ID-SNI-634-3-J,2n,22.5 mo,AN16CUK001604,SNI-634,,3J,AS-399514-LR-46507,3,J,N706-S507
CM1579,ID-SNI-634-3-K,2n,22.5 mo,AN16CUK001604,SNI-634,,3K,AS-399516-LR-46507,3,K,N705-S508
CM1580,ID-SNI-634-3-L,2n,22.5 mo,AN16CUK001604,SNI-634,,3L,AS-399518-LR-46507,3,L,N706-S508
CM1581,ID-SNI-634-3-M,4n,22.5 mo,AN16CUK001604,SNI-634,,3M,AS-399520-LR-46507,3,M,N705-S510
CM1582,ID-SNI-634-3-N,4n,22.5 mo,AN16CUK001604,SNI-634,,3N,AS-399522-LR-46507,3,N,N706-S510
CM1583,ID-SNI-634-3-O,4n,22.5 mo,AN16CUK001604,SNI-634,,3O,AS-399524-LR-46507,3,O,N705-S511
CM1584,ID-SNI-634-3-P,4n,22.5 mo,AN16CUK001604,SNI-634,,3P,AS-399526-LR-46507,3,P,N706-S511
CM1585,ID-SNI-634-4-A,2n,3 mo,AN18CUK011304,SNI-634,,4A,AS-399528-LR-46507,4,A,N707-S502
CM1586,ID-SNI-634-4-B,2n,3 mo,AN18CUK011304,SNI-634,,4B,AS-399530-LR-46507,4,B,N710-S502
CM1587,ID-SNI-634-4-C,2n,3 mo,AN18CUK011304,SNI-634,,4C,AS-399532-LR-46507,4,C,N707-S503
CM1588,ID-SNI-634-4-D,2n,3 mo,AN18CUK011304,SNI-634,,4D,AS-399534-LR-46507,4,D,N710-S503
CM1589,ID-SNI-634-4-E,4n,3 mo,AN18CUK011304,SNI-634,,4E,AS-399536-LR-46507,4,E,N707-S505
CM1590,ID-SNI-634-4-F,4n,3 mo,AN18CUK011304,SNI-634,,4F,AS-399538-LR-46507,4,F,N710-S505
CM1591,ID-SNI-634-4-G,4n,3 mo,AN18CUK011304,SNI-634,,4G,AS-399540-LR-46507,4,G,N707-S506
CM1592,ID-SNI-634-4-H,4n,3 mo,AN18CUK011304,SNI-634,,4H,AS-399542-LR-46507,4,H,N710-S506
CM1593,ID-SNI-634-4-I,2n,22.5 mo,AN16CUK001604,SNI-634,,4I,AS-399544-LR-46507,4,I,N707-S507
CM1594,ID-SNI-634-4-J,2n,22.5 mo,AN16CUK001604,SNI-634,,4J,AS-399546-LR-46507,4,J,N710-S507
CM1595,ID-SNI-634-4-K,2n,22.5 mo,AN16CUK001604,SNI-634,,4K,AS-399548-LR-46507,4,K,N707-S508
CM1596,ID-SNI-634-4-L,2n,22.5 mo,AN16CUK001604,SNI-634,,4L,AS-399550-LR-46507,4,L,N710-S508
CM1597,ID-SNI-634-4-M,4n,22.5 mo,AN16CUK001604,SNI-634,,4M,AS-399552-LR-46507,4,M,N707-S510
CM1598,ID-SNI-634-4-N,4n,22.5 mo,AN16CUK001604,SNI-634,,4N,AS-399554-LR-46507,4,N,N710-S510
CM1599,ID-SNI-634-4-O,4n,22.5 mo,AN16CUK001604,SNI-634,,4O,AS-399556-LR-46507,4,O,N707-S511
CM1600,ID-SNI-634-4-P,4n,22.5 mo,AN16CUK001604,SNI-634,,4P,AS-399558-LR-46507,4,P,N710-S511
CM1601,ID-SNI-634-5-A,2n,3 mo,AN18CUK011304,SNI-634,,5A,AS-399560-LR-46507,5,A,N711-S502
CM1602,ID-SNI-634-5-B,2n,3 mo,AN18CUK011304,SNI-634,,5B,AS-399562-LR-46507,5,B,N712-S502
CM1603,ID-SNI-634-5-C,2n,3 mo,AN18CUK011304,SNI-634,,5C,AS-399564-LR-46507,5,C,N711-S503
CM1604,ID-SNI-634-5-D,2n,3 mo,AN18CUK011304,SNI-634,,5D,AS-399566-LR-46507,5,D,N712-S503
CM1605,ID-SNI-634-5-E,4n,3 mo,AN18CUK011304,SNI-634,,5E,AS-399568-LR-46507,5,E,N711-S505
CM1606,ID-SNI-634-5-F,4n,3 mo,AN18CUK011304,SNI-634,,5F,AS-399570-LR-46507,5,F,N712-S505
CM1607,ID-SNI-634-5-G,4n,3 mo,AN18CUK011304,SNI-634,,5G,AS-399572-LR-46507,5,G,N711-S506
CM1608,ID-SNI-634-5-H,4n,3 mo,AN18CUK011304,SNI-634,,5H,AS-399574-LR-46507,5,H,N712-S506
CM1609,ID-SNI-634-5-I,2n,22.5 mo,AN16CUK001604,SNI-634,,5I,AS-399576-LR-46507,5,I,N711-S507
CM1610,ID-SNI-634-5-J,2n,22.5 mo,AN16CUK001604,SNI-634,,5J,AS-399578-LR-46507,5,J,N712-S507
CM1611,ID-SNI-634-5-K,2n,22.5 mo,AN16CUK001604,SNI-634,,5K,AS-399580-LR-46507,5,K,N711-S508
CM1612,ID-SNI-634-5-L,2n,22.5 mo,AN16CUK001604,SNI-634,,5L,AS-399582-LR-46507,5,L,N712-S508
CM1613,ID-SNI-634-5-M,4n,22.5 mo,AN16CUK001604,SNI-634,,5M,AS-399584-LR-46507,5,M,N711-S510
CM1614,ID-SNI-634-5-N,4n,22.5 mo,AN16CUK001604,SNI-634,,5N,AS-399586-LR-46507,5,N,N712-S510
CM1615,ID-SNI-634-5-O,4n,22.5 mo,AN16CUK001604,SNI-634,,5O,AS-399588-LR-46507,5,O,N711-S511
CM1616,ID-SNI-634-5-P,4n,22.5 mo,AN16CUK001604,SNI-634,,5P,AS-399590-LR-46507,5,P,N712-S511
CM1617,ID-SNI-634-6-A,2n,3 mo,AN18CUK011304,SNI-634,,6A,AS-399592-LR-46507,6,A,N714-S502
CM1618,ID-SNI-634-6-B,2n,3 mo,AN18CUK011304,SNI-634,,6B,AS-399594-LR-46507,6,B,N715-S502
CM1619,ID-SNI-634-6-C,2n,3 mo,AN18CUK011304,SNI-634,,6C,AS-399596-LR-46507,6,C,N714-S503
CM1620,ID-SNI-634-6-D,2n,3 mo,AN18CUK011304,SNI-634,,6D,AS-399598-LR-46507,6,D,N715-S503
CM1621,ID-SNI-634-6-E,4n,3 mo,AN18CUK011304,SNI-634,,6E,AS-399600-LR-46507,6,E,N714-S505
CM1622,ID-SNI-634-6-F,4n,3 mo,AN18CUK011304,SNI-634,,6F,AS-399602-LR-46507,6,F,N715-S505
CM1623,ID-SNI-634-6-G,4n,3 mo,AN18CUK011304,SNI-634,,6G,AS-399604-LR-46507,6,G,N714-S506
CM1624,ID-SNI-634-6-H,4n,3 mo,AN18CUK011304,SNI-634,,6H,AS-399606-LR-46507,6,H,N715-S506
CM1625,ID-SNI-634-6-I,2n,22.5 mo,AN16CUK001604,SNI-634,,6I,AS-399608-LR-46507,6,I,N714-S507
CM1626,ID-SNI-634-6-J,2n,22.5 mo,AN16CUK001604,SNI-634,,6J,AS-399610-LR-46507,6,J,N715-S507
CM1627,ID-SNI-634-6-K,2n,22.5 mo,AN16CUK001604,SNI-634,,6K,AS-399612-LR-46507,6,K,N714-S508
CM1628,ID-SNI-634-6-L,2n,22.5 mo,AN16CUK001604,SNI-634,,6L,AS-399614-LR-46507,6,L,N715-S508
CM1629,ID-SNI-634-6-M,4n,22.5 mo,AN16CUK001604,SNI-634,,6M,AS-399616-LR-46507,6,M,N714-S510
CM1630,ID-SNI-634-6-N,4n,22.5 mo,AN16CUK001604,SNI-634,,6N,AS-399618-LR-46507,6,N,N715-S510
CM1631,ID-SNI-634-6-O,4n,22.5 mo,AN16CUK001604,SNI-634,,6O,AS-399620-LR-46507,6,O,N714-S511
CM1632,ID-SNI-634-6-P,4n,22.5 mo,AN16CUK001604,SNI-634,,6P,AS-399622-LR-46507,6,P,N715-S511
CM1633,ID-SNI-634-7-A,2n,3 mo,AN18CUK011304,SNI-634,,7A,AS-399624-LR-46507,7,A,N716-S502
CM1634,ID-SNI-634-7-B,2n,3 mo,AN18CUK011304,SNI-634,,7B,AS-399626-LR-46507,7,B,N718-S502
CM1635,ID-SNI-634-7-C,2n,3 mo,AN18CUK011304,SNI-634,,7C,AS-399628-LR-46507,7,C,N716-S503
CM1636,ID-SNI-634-7-D,2n,3 mo,AN18CUK011304,SNI-634,,7D,AS-399630-LR-46507,7,D,N718-S503
CM1637,ID-SNI-634-7-E,4n,3 mo,AN18CUK011304,SNI-634,,7E,AS-399632-LR-46507,7,E,N716-S505
CM1638,ID-SNI-634-7-F,4n,3 mo,AN18CUK011304,SNI-634,,7F,AS-399634-LR-46507,7,F,N718-S505
CM1639,ID-SNI-634-7-G,4n,3 mo,AN18CUK011304,SNI-634,,7G,AS-399636-LR-46507,7,G,N716-S506
CM1640,ID-SNI-634-7-H,4n,3 mo,AN18CUK011304,SNI-634,,7H,AS-399638-LR-46507,7,H,N718-S506
CM1641,ID-SNI-634-7-I,2n,22.5 mo,AN16CUK001604,SNI-634,,7I,AS-399640-LR-46507,7,I,N716-S507
CM1642,ID-SNI-634-7-J,2n,22.5 mo,AN16CUK001604,SNI-634,,7J,AS-399642-LR-46507,7,J,N718-S507
CM1643,ID-SNI-634-7-K,2n,22.5 mo,AN16CUK001604,SNI-634,,7K,AS-399644-LR-46507,7,K,N716-S508
CM1644,ID-SNI-634-7-L,2n,22.5 mo,AN16CUK001604,SNI-634,,7L,AS-399646-LR-46507,7,L,N718-S508
CM1645,ID-SNI-634-7-M,4n,22.5 mo,AN16CUK001604,SNI-634,,7M,AS-399648-LR-46507,7,M,N716-S510
CM1646,ID-SNI-634-7-N,4n,22.5 mo,AN16CUK001604,SNI-634,,7N,AS-399650-LR-46507,7,N,N718-S510
CM1647,ID-SNI-634-7-O,4n,22.5 mo,AN16CUK001604,SNI-634,,7O,AS-399652-LR-46507,7,O,N716-S511
CM1648,ID-SNI-634-7-P,4n,22.5 mo,AN16CUK001604,SNI-634,,7P,AS-399654-LR-46507,7,P,N718-S511
CM1649,ID-SNI-634-8-A,2n,3 mo,AN18CUK011304,SNI-634,,8A,AS-399656-LR-46507,8,A,N719-S502
CM1650,ID-SNI-634-8-B,2n,3 mo,AN18CUK011304,SNI-634,,8B,AS-399658-LR-46507,8,B,N720-S502
CM1651,ID-SNI-634-8-C,2n,3 mo,AN18CUK011304,SNI-634,,8C,AS-399660-LR-46507,8,C,N719-S503
CM1652,ID-SNI-634-8-D,2n,3 mo,AN18CUK011304,SNI-634,,8D,AS-399662-LR-46507,8,D,N720-S503
CM1653,ID-SNI-634-8-E,4n,3 mo,AN18CUK011304,SNI-634,,8E,AS-399664-LR-46507,8,E,N719-S505
CM1654,ID-SNI-634-8-F,4n,3 mo,AN18CUK011304,SNI-634,,8F,AS-399666-LR-46507,8,F,N720-S505
CM1655,ID-SNI-634-8-G,4n,3 mo,AN18CUK011304,SNI-634,,8G,AS-399668-LR-46507,8,G,N719-S506
CM1656,ID-SNI-634-8-H,4n,3 mo,AN18CUK011304,SNI-634,,8H,AS-399670-LR-46507,8,H,N720-S506
CM1657,ID-SNI-634-8-I,2n,22.5 mo,AN16CUK001604,SNI-634,,8I,AS-399672-LR-46507,8,I,N719-S507
CM1658,ID-SNI-634-8-J,2n,22.5 mo,AN16CUK001604,SNI-634,,8J,AS-399674-LR-46507,8,J,N720-S507
CM1659,ID-SNI-634-8-K,2n,22.5 mo,AN16CUK001604,SNI-634,,8K,AS-399676-LR-46507,8,K,N719-S508
CM1660,ID-SNI-634-8-L,2n,22.5 mo,AN16CUK001604,SNI-634,,8L,AS-399678-LR-46507,8,L,N720-S508
CM1661,ID-SNI-634-8-M,4n,22.5 mo,AN16CUK001604,SNI-634,,8M,AS-399680-LR-46507,8,M,N719-S510
CM1662,ID-SNI-634-8-N,4n,22.5 mo,AN16CUK001604,SNI-634,,8N,AS-399682-LR-46507,8,N,N720-S510
CM1663,ID-SNI-634-8-O,4n,22.5 mo,AN16CUK001604,SNI-634,,8O,AS-399684-LR-46507,8,O,N719-S511
CM1664,ID-SNI-634-8-P,4n,22.5 mo,AN16CUK001604,SNI-634,,8P,AS-399686-LR-46507,8,P,N720-S511
CM1665,ID-SNI-634-9-A,2n,3 mo,AN18CUK011304,SNI-634,,9A,AS-399688-LR-46507,9,A,N721-S502
CM1666,ID-SNI-634-9-B,2n,3 mo,AN18CUK011304,SNI-634,,9B,AS-399690-LR-46507,9,B,N722-S502
CM1667,ID-SNI-634-9-C,2n,3 mo,AN18CUK011304,SNI-634,,9C,AS-399692-LR-46507,9,C,N721-S503
CM1668,ID-SNI-634-9-D,2n,3 mo,AN18CUK011304,SNI-634,,9D,AS-399694-LR-46507,9,D,N722-S503
CM1669,ID-SNI-634-9-E,4n,3 mo,AN18CUK011304,SNI-634,,9E,AS-399696-LR-46507,9,E,N721-S505
CM1670,ID-SNI-634-9-F,4n,3 mo,AN18CUK011304,SNI-634,,9F,AS-399698-LR-46507,9,F,N722-S505
CM1671,ID-SNI-634-9-G,4n,3 mo,AN18CUK011304,SNI-634,,9G,AS-399700-LR-46507,9,G,N721-S506
CM1672,ID-SNI-634-9-H,4n,3 mo,AN18CUK011304,SNI-634,,9H,AS-399702-LR-46507,9,H,N722-S506
CM1673,ID-SNI-634-9-I,2n,22.5 mo,AN16CUK001604,SNI-634,,9I,AS-399704-LR-46507,9,I,N721-S507
CM1674,ID-SNI-634-9-J,2n,22.5 mo,AN16CUK001604,SNI-634,,9J,AS-399706-LR-46507,9,J,N722-S507
CM1675,ID-SNI-634-9-K,2n,22.5 mo,AN16CUK001604,SNI-634,,9K,AS-399708-LR-46507,9,K,N721-S508
CM1676,ID-SNI-634-9-L,2n,22.5 mo,AN16CUK001604,SNI-634,,9L,AS-399710-LR-46507,9,L,N722-S508
CM1677,ID-SNI-634-9-M,4n,22.5 mo,AN16CUK001604,SNI-634,,9M,AS-399712-LR-46507,9,M,N721-S510
CM1678,ID-SNI-634-9-N,4n,22.5 mo,AN16CUK001604,SNI-634,,9N,AS-399714-LR-46507,9,N,N722-S510
CM1679,ID-SNI-634-9-O,4n,22.5 mo,AN16CUK001604,SNI-634,,9O,AS-399716-LR-46507,9,O,N721-S511
CM1680,ID-SNI-634-9-P,4n,22.5 mo,AN16CUK001604,SNI-634,,9P,AS-399718-LR-46507,9,P,N722-S511
CM1681,ID-SNI-634-10-A,2n,3 mo,AN18CUK011304,SNI-634,,10A,AS-399720-LR-46507,10,A,N723-S502
CM1682,ID-SNI-634-10-B,2n,3 mo,AN18CUK011304,SNI-634,,10B,AS-399722-LR-46507,10,B,N724-S502
CM1683,ID-SNI-634-10-C,2n,3 mo,AN18CUK011304,SNI-634,,10C,AS-399724-LR-46507,10,C,N723-S503
CM1684,ID-SNI-634-10-D,2n,3 mo,AN18CUK011304,SNI-634,,10D,AS-399726-LR-46507,10,D,N724-S503
CM1685,ID-SNI-634-10-E,4n,3 mo,AN18CUK011304,SNI-634,,10E,AS-399728-LR-46507,10,E,N723-S505
CM1686,ID-SNI-634-10-F,4n,3 mo,AN18CUK011304,SNI-634,,10F,AS-399730-LR-46507,10,F,N724-S505
CM1687,ID-SNI-634-10-G,4n,3 mo,AN18CUK011304,SNI-634,,10G,AS-399732-LR-46507,10,G,N723-S506
CM1688,ID-SNI-634-10-H,4n,3 mo,AN18CUK011304,SNI-634,,10H,AS-399734-LR-46507,10,H,N724-S506
CM1689,ID-SNI-634-10-I,2n,22.5 mo,AN16CUK001604,SNI-634,,10I,AS-399736-LR-46507,10,I,N723-S507
CM1690,ID-SNI-634-10-J,2n,22.5 mo,AN16CUK001604,SNI-634,,10J,AS-399738-LR-46507,10,J,N724-S507
CM1691,ID-SNI-634-10-K,2n,22.5 mo,AN16CUK001604,SNI-634,,10K,AS-399740-LR-46507,10,K,N723-S508
CM1692,ID-SNI-634-10-L,2n,22.5 mo,AN16CUK001604,SNI-634,,10L,AS-399742-LR-46507,10,L,N724-S508
CM1693,ID-SNI-634-10-M,4n,22.5 mo,AN16CUK001604,SNI-634,,10M,AS-399744-LR-46507,10,M,N723-S510
CM1694,ID-SNI-634-10-N,4n,22.5 mo,AN16CUK001604,SNI-634,,10N,AS-399746-LR-46507,10,N,N724-S510
CM1695,ID-SNI-634-10-O,4n,22.5 mo,AN16CUK001604,SNI-634,,10O,AS-399748-LR-46507,10,O,N723-S511
CM1696,ID-SNI-634-10-P,4n,22.5 mo,AN16CUK001604,SNI-634,,10P,AS-399750-LR-46507,10,P,N724-S511
CM1697,ID-SNI-634-11-A,2n,3 mo,AN18CUK011304,SNI-634,,11A,AS-399752-LR-46507,11,A,N726-S502
CM1698,ID-SNI-634-11-B,2n,3 mo,AN18CUK011304,SNI-634,,11B,AS-399754-LR-46507,11,B,N727-S502
CM1699,ID-SNI-634-11-C,2n,3 mo,AN18CUK011304,SNI-634,,11C,AS-399756-LR-46507,11,C,N726-S503
CM1700,ID-SNI-634-11-D,2n,3 mo,AN18CUK011304,SNI-634,,11D,AS-399758-LR-46507,11,D,N727-S503
CM1701,ID-SNI-634-11-E,4n,3 mo,AN18CUK011304,SNI-634,,11E,AS-399760-LR-46507,11,E,N726-S505
CM1702,ID-SNI-634-11-F,4n,3 mo,AN18CUK011304,SNI-634,,11F,AS-399762-LR-46507,11,F,N727-S505
CM1703,ID-SNI-634-11-G,4n,3 mo,AN18CUK011304,SNI-634,,11G,AS-399764-LR-46507,11,G,N726-S506
CM1704,ID-SNI-634-11-H,4n,3 mo,AN18CUK011304,SNI-634,,11H,AS-399766-LR-46507,11,H,N727-S506
CM1705,ID-SNI-634-11-I,2n,22.5 mo,AN16CUK001604,SNI-634,,11I,AS-399768-LR-46507,11,I,N726-S507
CM1706,ID-SNI-634-11-J,2n,22.5 mo,AN16CUK001604,SNI-634,,11J,AS-399770-LR-46507,11,J,N727-S507
CM1707,ID-SNI-634-11-K,2n,22.5 mo,AN16CUK001604,SNI-634,,11K,AS-399772-LR-46507,11,K,N726-S508
CM1708,ID-SNI-634-11-L,2n,22.5 mo,AN16CUK001604,SNI-634,,11L,AS-399774-LR-46507,11,L,N727-S508
CM1709,ID-SNI-634-11-M,4n,22.5 mo,AN16CUK001604,SNI-634,,11M,AS-399776-LR-46507,11,M,N726-S510
CM1710,ID-SNI-634-11-N,4n,22.5 mo,AN16CUK001604,SNI-634,,11N,AS-399778-LR-46507,11,N,N727-S510
CM1711,ID-SNI-634-11-O,4n,22.5 mo,AN16CUK001604,SNI-634,,11O,AS-399780-LR-46507,11,O,N726-S511
CM1712,ID-SNI-634-11-P,4n,22.5 mo,AN16CUK001604,SNI-634,,11P,AS-399782-LR-46507,11,P,N727-S511
CM1713,ID-SNI-634-12-A,2n,3 mo,AN18CUK011304,SNI-634,,12A,AS-399784-LR-46507,12,A,N728-S502
CM1714,ID-SNI-634-12-B,2n,3 mo,AN18CUK011304,SNI-634,,12B,AS-399786-LR-46507,12,B,N729-S502
CM1715,ID-SNI-634-12-C,2n,3 mo,AN18CUK011304,SNI-634,,12C,AS-399788-LR-46507,12,C,N728-S503
CM1716,ID-SNI-634-12-D,2n,3 mo,AN18CUK011304,SNI-634,,12D,AS-399790-LR-46507,12,D,N729-S503
CM1717,ID-SNI-634-12-E,4n,3 mo,AN18CUK011304,SNI-634,,12E,AS-399792-LR-46507,12,E,N728-S505
CM1718,ID-SNI-634-12-F,4n,3 mo,AN18CUK011304,SNI-634,,12F,AS-399794-LR-46507,12,F,N729-S505
CM1719,ID-SNI-634-12-G,4n,3 mo,AN18CUK011304,SNI-634,,12G,AS-399796-LR-46507,12,G,N728-S506
CM1720,ID-SNI-634-12-H,4n,3 mo,AN18CUK011304,SNI-634,,12H,AS-399798-LR-46507,12,H,N729-S506
CM1721,ID-SNI-634-12-I,2n,22.5 mo,AN16CUK001604,SNI-634,,12I,AS-399800-LR-46507,12,I,N728-S507
CM1722,ID-SNI-634-12-J,2n,22.5 mo,AN16CUK001604,SNI-634,,12J,AS-399802-LR-46507,12,J,N729-S507
CM1723,ID-SNI-634-12-K,2n,22.5 mo,AN16CUK001604,SNI-634,,12K,AS-399804-LR-46507,12,K,N728-S508
CM1724,ID-SNI-634-12-L,2n,22.5 mo,AN16CUK001604,SNI-634,,12L,AS-399806-LR-46507,12,L,N729-S508
CM1725,ID-SNI-634-12-M,4n,22.5 mo,AN16CUK001604,SNI-634,,12M,AS-399808-LR-46507,12,M,N728-S510
CM1726,ID-SNI-634-12-N,4n,22.5 mo,AN16CUK001604,SNI-634,,12N,AS-399810-LR-46507,12,N,N729-S510
CM1727,ID-SNI-634-12-O,4n,22.5 mo,AN16CUK001604,SNI-634,,12O,AS-399812-LR-46507,12,O,N728-S511
CM1728,ID-SNI-634-12-P,4n,22.5 mo,AN16CUK001604,SNI-634,,12P,AS-399814-LR-46507,12,P,N729-S511
CM1729,ID-SNI-634-13-A,2n,3 mo,AN18CUK011304,SNI-634,,13A,AS-399816-LR-46507,13,A,N701-S513
CM1730,ID-SNI-634-13-B,2n,3 mo,AN18CUK011304,SNI-634,,13B,AS-399818-LR-46507,13,B,N702-S513
CM1731,ID-SNI-634-13-C,2n,3 mo,AN18CUK011304,SNI-634,,13C,AS-399820-LR-46507,13,C,N701-S515
CM1732,ID-SNI-634-13-D,2n,3 mo,AN18CUK011304,SNI-634,,13D,AS-399822-LR-46507,13,D,N702-S515
CM1733,ID-SNI-634-13-E,4n,3 mo,AN18CUK011304,SNI-634,,13E,AS-399824-LR-46507,13,E,N701-S516
CM1734,ID-SNI-634-13-F,4n,3 mo,AN18CUK011304,SNI-634,,13F,AS-399826-LR-46507,13,F,N702-S516
CM1735,ID-SNI-634-13-G,4n,3 mo,AN18CUK011304,SNI-634,,13G,AS-399828-LR-46507,13,G,N701-S517
CM1736,ID-SNI-634-13-H,4n,3 mo,AN18CUK011304,SNI-634,,13H,AS-399830-LR-46507,13,H,N702-S517
CM1737,ID-SNI-634-13-I,2n,22.5 mo,AN16CUK001604,SNI-634,,13I,AS-399832-LR-46507,13,I,N701-S518
CM1738,ID-SNI-634-13-J,2n,22.5 mo,AN16CUK001604,SNI-634,,13J,AS-399834-LR-46507,13,J,N702-S518
CM1739,ID-SNI-634-13-K,2n,22.5 mo,AN16CUK001604,SNI-634,,13K,AS-399836-LR-46507,13,K,N701-S520
CM1740,ID-SNI-634-13-L,2n,22.5 mo,AN16CUK001604,SNI-634,,13L,AS-399838-LR-46507,13,L,N702-S520
CM1741,ID-SNI-634-13-M,4n,22.5 mo,AN16CUK001604,SNI-634,,13M,AS-399840-LR-46507,13,M,N701-S521
